ID,DATE,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,SOT,LAT,LON,POWER
1161,2019/7/2,0.2452945,-4.314478,562.3862305,299.1408386,0.545,99.92283594,0.842067784,45,23.65999985,11,0,1.992007275,325.6161329,2286A,30.9222,117.8078,32.83333333
1162,2019/6/1,0.134608,-0.0412,805.5748901,301.9541321,0.3036,95.99975,0.783656355,46,17.59000015,12,0.0972,3.760510885,285.2646179,2687A,42.9559,89.1673,13.82352941
1163,2019/9/22,0.185016662,-4.622861,503.7521362,296.4975281,0.3532,100.8586719,0.824180298,18,55.04999924,13,0,1.404113545,257.5843295,1393A,23.08,114.4053,28.28571429
1164,2019/11/12,0.196556,-1.086111,324.0395203,292.848999,0.7307,95.3646875,0.807590245,423,0.280000001,4,0.0671,0.29968904,338.9432145,3216A,24.5183,114.6622,47.72727273
1165,2019/5/28,0.215687,-0.836289,1106.664917,298.6644897,0.2135,101.1723438,0.789029192,5,35.11999893,13,0.436089,1.546172894,38.56069796,1665A,37.4658,118.5019,17.20833333
1166,2019/12/27,0.263059,-0.223723,263.1115723,273.4128723,0.1771,99.35967969,0.762442889,212,37.59999847,13,0.512855,1.243668963,54.51597285,1616A,36.2289,117.6789,78.375
1167,2019/7/26,0.281886324,-4.780177,640.5898438,304.4594421,0.6595,98.70929688,0.856730695,90,23.51000023,12,0.0127,1.002728701,116.7250506,3012A,31.03389,112.1908,13.63636364
1168,2019/6/7,0.441615,-1.561965,621.9517822,297.2072449,0.5277,89.309375,0.813462612,904,1.570000052,12,3.92812,1.895283011,277.705755,1922A,35.0994,109.0656,19.08333333
1169,2019/2/6,0.193823,-0.00775,858.5840454,261.229248,0.1125,91.35366406,0.700648324,740,33.61999893,12,0.554648,1.470689706,204.3373192,3131A,40.7903,114.8792,26.875
1170,2019/2/4,0.2398285,-0.1817,360.9379578,276.5804138,0.2583,88.09013281,0.760554548,1240,0.449999988,12,0.0333,1.164385267,210.7521411,2661A,35.5236,107.6406,37.58333333
1171,2019/5/17,0.64659,-3.948478,557.2196655,302.6025391,0.3417,96.54160156,0.850854579,142,5.480000019,13,0.112255,1.748331708,338.7071836,2512A,23.9011,106.6103,33.79166667
1172,2019/4/4,0.253949,-0.789809,851.7786865,282.199646,0.2154,88.4513125,0.752297799,1058,20.03000069,10,0.270658,0.500192039,179.9737821,1096A,40.7866,111.551,42.47619048
1173,2019/4/18,0.050796,-1.281153,1063.149658,277.3619995,0.1863,100.0837578,0.746268572,119,7.340000153,12,0.339056,1.999496502,258.9143216,1129A,45.755,126.542,10.54166667
1174,2019/12/24,0.5905635,-0.293537,249.4873047,274.9361267,0.2685,101.9262109,0.771745954,55,40.02000046,13,0.179121,0.398636558,288.8229882,1971A,36.792,119.952,53.04166667
1175,2019/12/19,0.335939,-0.0801,396.8459473,270.6971741,0.3725,90.05014063,0.752527291,1006,6.840000153,11,0.0355,2.580348702,123.3204582,2845A,36.1912,113.1569,42.13636364
1176,2019/4/6,0.202022,-2.691325,309.8911133,294.4517212,0.3423,96.43246094,0.818121861,312,42.66999817,11,12.348924,2.364461359,252.9730041,1885A,28.76389,104.6417,38.16666667
1177,2019/8/21,0.1724145,-3.949577,498.7193604,297.5787048,0.5061,100.3576563,0.827662266,27,7.71999979,10,0.492533,1.525214597,221.554595,1607A,40.7136,120.9092,15.95238095
1178,2019/9/27,0.201111,-0.292237,334.8157654,291.5840149,0.3348,93.85666406,0.796633911,549,16.92000008,11,4.360268,0.864991405,280.0796161,2706A,46.7432,82.9994,7.636363636
1179,2019/12/13,0.4320495,-0.40012,230.6768646,286.7702942,0.1868,100.3449766,0.784864066,78,26.5,11,0.00125,0.454117622,136.1664848,2384A,28.4303,117.9033,64.45833333
1180,2019/6/11,0.57371,-5.61924,502.9753113,298.7662354,0.7965,99.11364063,0.828907994,40,14.68999958,9,0.000391,3.702708975,273.8356956,2448A,29.8211,114.3231,24.04347826
1181,2019/12/10,0.177425,-0.697663,259.1535645,286.855957,0.2484,100.4487266,0.778616333,77,7.769999981,11,0,1.128523675,292.9681885,1670A,24.81119444,113.5593889,41.95652174
1182,2019/7/13,0.4202065,-2.18443,696.7341309,302.0794678,0.3033,97.34995313,0.830372315,161,37.04999924,13,0.0279,1.850103011,333.7206785,1812A,34.6511,112.3939,17.75
1183,2019/3/27,0.247572,-0.686126,970.9736328,279.1845093,0.2002,88.4429375,0.747696097,1057,9.100000381,10,0.000997,0.020618432,24.86847509,1721A,40.1097,113.3819,22.29166667
1184,2019/12/2,0.17287,-0.0753,677.7325439,269.8819885,0.2137,96.3888125,0.72409559,369,5.590000153,12,0.000497,0.21883826,83.76990153,1062A,40.9161,117.9664,19
1185,2019/4/16,0.8000935,-1.433488,1029.076538,287.7688904,0.2238,100.1497969,0.786956002,46,13.06999969,13,2.063772,2.296581389,263.4981078,1108A,41.9228,123.3783,46.66666667
1186,2019/12/8,0.290389,-1.13462,290.6517944,278.4456482,0.3437,86.89382813,0.780923636,1365,41.56999969,10,0,2.04315146,77.61738135,3123A,26.2431,105.9408,49.25
1187,2019/3/18,0.24575,-0.571082,592.0407715,277.8380737,0.1383,99.31947656,0.761069074,81,34.95000076,13,0.0662,3.784590928,331.1968748,2256A,46.8267,130.3961,35.70833333
1188,2019/11/3,0.11821,-0.62612,571.9109497,276.4638062,0.1003,102.1492813,0.744411883,29,49.15999985,13,9.00E-05,1.22544504,305.0464824,1770A,41.1222,121.1178,9.208333333
1189,2019/10/3,0.50994,-1.201528,339.6383362,297.1368103,0.2418,100.8240234,0.818685826,40,25.09000015,13,0.000663,1.113580185,51.03291334,1654A,35.4144,116.5856,45.16666667
1190,2019/10/29,0.379667,-2.356151,451.8773499,289.7795105,0.2301,100.9117031,0.812557896,13,53.34999847,13,0.000572,2.478834895,227.7012736,1243A,27.9939,120.677,27.45833333
1191,2019/5/20,0.1332415,-1.007696,980.6911621,285.8711243,0.3145,87.80122656,0.756127581,1054,45.79000092,12,3.694207,1.266049046,121.0101098,1585A,40.6532,109.8756,13.33333333
1192,2019/2/27,0.950864,-0.300826,564.5678101,277.0160217,0.1103,91.90776563,0.768149327,801,30.56999969,13,0,2.717068549,55.74238443,2174A,37.7087,112.7105,102.0434783
1193,2019/9/25,0.385133,-1.273985,450.3043518,297.2979431,0.3566,101.4195625,0.815436663,54,20.18000031,13,0.444157,1.41079751,330.0080002,3021A,35.76806,115.0061,41.76190476
1194,2019/8/2,1.17497,-3.368697,448.8799133,298.8471985,0.3564,99.1849375,0.837897775,147,28.92000008,13,2.70007,0.349971429,201.6241925,1781A,47.3227,123.9483,16.375
1195,2019/1/24,0.290085324,-1.796627,266.8278809,281.4051819,0.2431,100.8270078,0.791163592,12,15.18999958,13,0.297983,0.620829966,334.9549992,1284A,26.0797,119.268,46.79166667
1196,2019/8/11,0.438882,-3.780732,363.8052063,301.8417053,0.7589,95.81644531,0.853158395,331,10.77000046,9,0.00176,0.834766336,228.8898392,2517A,24.6928,108.054,19.70833333
1197,2019/10/30,0.509332648,-0.832457,239.152832,288.8466492,0.2479,100.3140469,0.80111581,74,19.42000008,13,0.000393,2.516971463,93.47758278,1637A,34.864,117.5564,91.47826087
1198,2019/11/8,0.713093,-0.680658,678.2150879,288.8319092,0.3969,101.8567344,0.801567644,62,22.89999962,11,1.103787,2.411701212,272.5786772,1266A,28.9745,118.855,31.58333333
1199,2019/11/3,0.096346,-0.636851,470.8745117,271.2330933,0.1209,99.54036719,0.73515686,150,27.18000031,13,0.670078,2.007500204,335.8879436,2250A,46.6462,131.1516,5.80952381
1200,2019/10/29,0.37329,-1.379934,300.9320374,286.3322449,0.3447,94.25040625,0.806652745,513,32.5,12,0.000572,2.478800032,290.7350466,2635A,33.0706,107.0154,35.79166667
1201,2019/1/23,0.469856,-1.062684,271.4536743,278.3518982,0.2539,101.9977891,0.77926784,23,24.47999954,13,0.000789,1.803785294,134.3650986,1159A,32.105,118.907,87.625
1202,2019/11/29,0.830612,-0.232046,321.5328369,276.9880371,0.2599,102.8745547,0.772083653,32,29.25,13,0.000733,1.961394593,53.59420986,1648A,36.7019,119.12,68.41666667
1203,2019/5/25,0.734046,-0.406329,1065.720825,302.7115479,0.3033,99.61489844,0.831241281,52,60.68999863,13,7.41E-05,2.741071457,114.2855539,2394A,35.7672,115.0628,62.16666667
1204,2019/3/26,0.423698676,-1.37548,1090.219482,292.6850586,0.1556,100.8324844,0.783793684,31,41.38000107,13,0.782371,0.226473588,348.3309286,1650A,36.7008,119.1425,81.25
1205,2019/10/19,0.286745,-0.298153,355.6507568,280.6949158,0.3012,85.01813281,0.776116333,1471,15.10000038,11,3.77509,2.000031136,163.1591782,2654A,38.9467,100.4686,33.75
1206,2019/5/11,0.26397,-1.994018,550.6617432,290.067749,0.1797,91.16825781,0.802465995,782,37.77000046,12,0,0.568714353,113.6469825,2181A,38.4519,112.7383,16.875
1207,2019/10/2,0.430683,-1.932798,450.8383789,301.1234131,0.1858,100.87475,0.838050711,20,38.99000168,14,0.00113,2.688440686,22.03062961,1294A,28.6869,115.852,31.91666667
1208,2019/12/21,0.140074,-0.0824,697.7495117,271.300293,0.1521,59.78503906,0.722329799,3655,40.68999863,13,2.636738,2.439169415,155.3292986,1457A,29.6747,91.1221,29.36363636
1209,2019/9/21,0.216598,-4.710879,582.8074951,298.4820251,0.2721,100.9578125,0.828037981,8,21.17000008,13,0,0.694900901,289.9959445,1389A,23.06,113.7480556,40.6
1210,2019/11/9,0.324703324,-0.950456,416.5310059,289.1179199,0.5562,100.458,0.78905814,117,2.24000001,9,0.000568,2.767636633,86.06965436,2381A,28.4569,118.0058,36.39130435
1211,2019/8/28,0.210221,-2.729534,1114.908691,296.108551,0.4722,99.00098438,0.804893276,64,32.43000031,13,0.238548,1.473208844,261.7101422,1012A,39.9279,116.225,6.333333333
1212,2019/1/26,0.284012,-0.214262,345.2950134,273.8125916,0.1883,100.4182813,0.740179531,180,12.55000019,13,0.0667,2.111019865,130.5546451,2385A,35.9019,114.17,39.04166667
1213,2019/4/26,0.377845,-2.224584,493.5680542,283.8703308,0.3514,101.8524688,0.793560181,26,31.40999985,13,0,3.480079092,300.8976585,1221A,33.9592,118.2442,18.66666667
1214,2019/11/7,0.383311,-1.4551,733.9343262,294.8747253,0.3232,101.0067969,0.806644374,18,54.33000183,13,0,0.331542176,348.8120438,1393A,23.08,114.4053,42.66666667
1215,2019/2/25,0.355981,-0.0399,654.1879272,270.3134766,0.1588,100.370625,0.729211731,151,61.11000061,13,0.000543,1.445850514,181.9912809,1132A,45.7222,126.599,124.65
1216,2019/9/2,0.367459606,-2.685797,508.193573,298.6875,0.39,101.3306328,0.830593349,35,40.61000061,13,4.533607,1.553150275,224.5144678,1037A,39.643,118.144,40.375
1217,2019/3/22,0.091183669,-0.31109,1063.271973,272.1484985,0.0957,86.34254688,0.727826495,1457,41.38000107,10,0.000787,0.576562014,73.21188109,1591A,39.8129,110.0023,10.625
1218,2019/12/26,0.314986,-0.10612,328.8390198,262.3865967,0.2065,101.9944766,0.722996521,20,13.19999981,13,0.0233,2.202937453,287.1476627,2215A,41.2894,123.1417,57.92857143
1219,2019/10/3,0.412766676,-1.295171,324.8023987,296.0452576,0.2676,100.7555234,0.82088222,9,20.65999985,13,0.000739,2.143801065,58.31331511,1965A,35.878,120.005,30.8
1220,2019/11/19,0.116388,-1.216237,596.3156128,273.3119812,0.1273,102.1662188,0.733415963,14,23.01000023,12,0.0211,3.694534157,216.1704058,1610A,40.7736,120.8631,28.71428571
1221,2019/10/23,0.387866,-0.587419,367.6216431,278.4236145,0.2818,98.65610156,0.772342181,266,32.54999924,11,0.000187,0.723516746,32.81452265,3035A,46.0707,122.0931,29.83333333
1222,2019/5/24,0.212043,-1.779571,639.8689575,288.8277283,0.2939,95.375875,0.798729684,503,37.63999939,10,0.00918,4.251066303,219.2161506,2694A,44.8969,82.0806,10.83333333
1223,2019/9/3,0.222064,-1.662187,918.4904175,292.6104431,0.3122,85.93289063,0.790813337,1466,23.40999985,13,0.979245,1.155179023,207.336469,1592A,39.8261,109.9486,15.18181818
1224,2019/9/22,0.1286865,-2.256212,688.5594482,293.2220459,0.2547,101.4000469,0.810721435,35,32.29999924,13,0,1.221319253,177.6637889,1110A,38.95111111,121.565,14
1225,2019/11/4,0.287656,-1.404769,644.5454712,296.1868896,0.217,100.4847344,0.816981986,12,54.54000092,12,5.44E-05,0.950861451,90.78596999,1356A,22.5545,114.1063,46.13043478
1226,2019/1/15,0.1232205,-0.0282,542.3239136,262.2845154,0.0946,101.8923281,0.707301723,33,33.15000153,13,0,0.917115386,5.593609893,1751A,41.0971,122.9642,32.08333333
1227,2019/10/9,0.6670875,-0.758333,748.0752563,291.7034912,0.2691,101.1793125,0.805483311,17,31.71999931,13,0.00118,0.866701467,316.8081311,2919A,39.5453,116.7022,45.23809524
1228,2019/11/3,0.300713676,-2.046286,807.6323242,298.2098389,0.2983,101.4073672,0.822012765,6,23.56999969,13,0,0.778624516,38.73716288,1371A,23.0048,113.134,41.29166667
1229,2019/1/21,0.2698915,-0.150415,304.2442017,271.7612,0.2161,94.58332813,0.749478585,437,9.829999924,12,0.00146,0.73261969,342.3510208,1464A,34.2572,109.06,42.41666667
1230,2019/8/8,0.100597331,-0.360116,909.1907959,300.6685486,0.2731,89.02564063,0.790937326,915,43.77000046,13,0.0775,2.399448983,28.36396765,1491A,43.768,87.6046,23.10526316
1231,2019/9/21,0.16376,-1.357498,520.9324951,287.0651855,0.2307,84.1108125,0.787872838,1480,71.05999756,12,0,1.447591277,22.81811652,2655A,38.9389,100.4497,18.4
1232,2019/4/6,0.037738333,-0.750539,642.5994263,282.306366,0.1132,100.617875,0.741691895,29,47.79000092,13,0.542467,2.707396234,280.518384,1770A,41.1222,121.1178,29.47619048
1233,2019/10/1,0.6889515,-0.973483,477.3127441,297.2216797,0.1846,101.3229688,0.80929269,8,11.02999973,13,0.00329,1.064347402,214.9768897,1072A,38.3254,116.8584,39.20833333
1234,2019/3/23,0.345049,-2.397845,590.3775635,282.9845581,0.3019,102.5169375,0.786006993,6,35.95000076,13,0.00154,2.602610268,114.5389466,1188A,31.4867,120.269,20.45833333
1235,2019/7/21,0.492327352,-2.745144,450.9518433,304.8080139,0.2975,100.114875,0.846019985,6,44.74000168,13,0.379769,1.838969834,240.7473257,1021A,39.0877,117.307,74.68181818
1236,2019/1/23,0.3819445,-1.06902,267.8599243,278.7367249,0.2804,102.1894531,0.779062587,11,13.68000031,13,0.000789,1.751044114,135.6805194,1154A,32.0144,118.777,93.16666667
1237,2019/2/1,0.311342,-0.924968,292.426239,281.037323,0.4354,79.79071094,0.792641514,1833,6.739999771,8,4.99934,0.675850554,242.8856975,2576A,26.5892,104.8,37
1238,2019/12/30,0.642946,-0.894863,709.465332,277.3605957,0.3612,103.2967109,0.772572719,20,32.00999832,11,0.00238,6.345794636,100.2421575,2870A,32.18888889,119.4369444,78.625
1239,2019/2/21,0.237854662,-2.027771,607.5544434,293.780426,0.4078,92.83902344,0.810871582,553,28.42000008,9,0.00471,0.753559502,333.9552917,2612A,22.0019,100.7939,50.08333333
1240,2019/10/1,0.301321,-2.27105,350.2580566,291.4408264,0.304,97.91750781,0.812361625,233,12.60000038,13,0.00381,2.392439694,16.79011538,1787A,44.6104,129.6459,30.72727273
1241,2019/4/5,0.242106,-2.862519,353.4395752,293.415802,0.2147,100.1401094,0.825578701,94,24.20999908,13,0.00727,1.680272785,302.3715519,1872A,24.3406,109.3886,27.125
1242,2019/9/22,0.194734,-4.527058,548.3641357,297.1085205,0.6998,100.9082969,0.824651141,28,12.92000008,11,0,0.914424901,263.7534874,1391A,22.96583333,113.7383333,22.5
1243,2019/8/25,0.170137,-2.594326,450.605896,293.6747437,0.2073,88.57240625,0.813407244,1065,39.68000031,13,0.000823,0.245211211,279.976423,2923A,40.1114,113.2803,20.06666667
1244,2019/12/9,0.1742365,-0.894249,190.9963989,280.1995239,0.361,95.73729688,0.786117815,249,26.75,12,0.000391,2.019612838,41.94387638,2429A,32.6494,110.78,44.86956522
1245,2019/6/13,0.162849,-1.844633,682.329895,291.889801,0.2841,84.69782813,0.793734828,1390,54.88999939,10,0.0121,2.736729596,263.923815,2702A,37.1013,79.9117,10.36363636
1246,2019/11/15,0.130964,-0.0539,342.2694092,272.0217896,0.2447,89.92103125,0.754534302,852,39.15999985,12,0.0233,3.095611561,304.0435341,1494A,43.831,87.6432,44.79166667
1247,2019/3/16,0.089058,-0.793417,718.374939,276.1620483,0.102,100.8351406,0.759610073,33,26.95000076,13,0.00066,1.973966195,272.984909,1751A,41.0971,122.9642,36.16666667
1248,2019/11/15,0.250001338,-0.971975,233.3709717,291.0250244,0.2776,100.4839063,0.806749006,47,27.84000015,14,0.992272,1.520158502,309.3997747,1524A,27.8528,113.13,58.69565217
1249,2019/11/29,0.2015665,-0.0212,273.6838989,269.4100647,0.4197,102.3962188,0.729270935,106,8.159999847,12,0.039,2.175656682,222.3770367,2218A,42.2864,123.8489,59.875
1250,2019/1/20,0.084806669,-0.00196,453.5713806,271.7607117,0.1746,101.9267344,0.722326093,48,42.09999847,13,0.000391,1.673734753,261.4363747,1003A,39.9522,116.434,10.83333333
1251,2019/9/28,0.398798,-1.429457,430.5316772,288.6452332,0.3112,87.5988125,0.803141654,1099,67.12999725,13,7.552311,0.938002803,162.4779198,2166A,39.3514,112.44,31.1
1252,2019/8/31,0.2571375,-1.12277,522.4329224,295.8721313,0.4205,89.08639844,0.802553013,1113,40.70000076,13,0.0213,1.480058184,344.2271987,1489A,38.5036,106.1358,15
1253,2019/1/26,0.214776,-0.803682,461.8080139,275.3241577,0.3123,102.8745313,0.772292393,7,6.429999828,11,0.000698,1.333526479,66.23159695,1224A,30.2747,120.063,41.54166667
1254,2019/3/13,0.923534,-2.422997,472.3381958,294.3930969,0.2536,101.6501406,0.827308698,15,27.87999916,13,0.000596,0.614091804,15.54528995,1372A,23.0395,113.105,51.79166667
1255,2019/12/21,0.059906,-0.0433,106.3484955,266.6600647,0.2203,81.997875,0.719210379,1525,29.81999969,11,0.471478,6.466990891,121.0757027,3201A,37.9325,102.6486,33.41666667
1256,2019/9/27,0.641124,-1.894344,469.1438904,289.37854,0.2648,87.522875,0.813329119,1405,66.48000336,11,0.156736,1.458991271,171.4802899,2662A,35.7067,107.6364,24.30434783
1257,2019/8/16,0.448903,-3.08712,812.0928345,306.1093445,0.3622,99.21507031,0.841577061,85,16.39999962,13,0.0369,1.172573169,353.1439696,2460A,26.8919,112.6006,38.95833333
1258,2019/8/30,0.421573,-2.3495,274.8235474,296.6291504,0.2658,94.30367188,0.821322719,403,57.68999863,13,0.0193,1.416765579,305.7334445,1466A,34.2713,108.954,24
1259,2019/5/6,0.080555331,-1.310831,1246.707275,290.565979,0.3716,101.1313047,0.759435512,44,48.31000137,13,1.157544,1.056359674,33.78673188,1004A,39.8745,116.434,20.20833333
1260,2019/8/12,0.133697,-4.568579,408.3566284,300.9308167,0.5256,92.53889844,0.843579014,546,22.95999908,11,0.000215,2.767703628,146.9138356,2524A,32.4429,105.8242,9.043478261
1261,2019/4/6,0.253038,-2.271066,460.3780823,293.0375671,0.2968,94.70283594,0.809007743,464,18.20000076,13,1.474292,6.616298349,315.2308451,1881A,31.5072,104.7283,45.25
1262,2019/5/14,0.325007,-2.443854,613.0872803,290.7446899,0.272,100.7782422,0.804651751,0,18.63999939,13,0.51537,1.891326457,335.3754,1598A,40.6511,122.215,23.70833333
1263,2019/6/3,0.928089,-1.943712,325.7929382,292.3699646,0.6697,99.53975781,0.822916085,18,19.54999924,12,0.000195,1.170340792,14.19554885,1609A,40.715,120.8478,41.3
1264,2019/4/23,1.811759,-0.606264,830.7575073,291.0869446,0.2482,98.41233594,0.797182879,143,29.89999962,13,1.303604,0.618642877,176.4155614,2208A,42.0186,121.6561,62.41666667
1265,2019/3/3,0.0603615,-1.601391,716.62677,292.4491272,0.4965,85.31622656,0.793529489,1323,9.039999962,9,0.0493,1.175442402,341.0246464,2602A,22.8322,100.9817,20.375
1266,2019/1/20,0.059906,-0.0214,302.0036926,263.6605225,0.2217,89.6151875,0.723490775,1093,8.210000038,12,0.000391,3.985541812,112.6294042,2187A,39.6969,106.8089,22.04166667
1267,2019/9/28,0.19109,-0.0159,277.2894897,300.1213074,0.3247,99.3126875,0.79094465,25,20.87000084,11,0.0551,1.398052562,280.9054458,2686A,42.9409,89.191,30.15789474
1268,2019/11/23,0.718559,-0.450242,236.1627655,287.7553101,0.2216,100.9604141,0.805032436,65,15.59000015,10,0.000497,3.738543379,61.79226978,2435A,32.0903,112.2106,107.4166667
1269,2019/12/31,0.2261635,-0.0479,401.6625366,257.3120117,0.2097,96.38625781,0.70423924,200,14.78999996,13,0.255914,1.884820582,46.1183531,3059A,36.2092,117.7181,35.82608696
1270,2019/12/6,0.531196648,-1.057797,372.4307556,281.2590027,0.2994,102.4184219,0.783821585,79,18.12999916,13,0.000359,1.444009482,283.9552307,1338A,28.19,112.9394,70.29166667
1271,2019/9/6,0.7281245,-1.951866,612.4404297,299.2782288,0.4348,100.1982734,0.824860753,31,7.360000134,13,0.117144,2.167525853,286.5585197,3200A,36.4978,115.9819,45.41666667
1272,2019/4/16,0.705805,-2.57864,396.4255371,293.5314331,0.6186,96.96754688,0.825117013,280,22.76000023,7,0.0391,1.579404797,265.4619389,2518A,24.6967,108.1009,10.125
1273,2019/7/2,0.371468,-4.387707,494.917511,301.3115845,0.2654,99.46679688,0.838050624,71,34.16999817,13,0,4.593187543,47.4982141,2433A,32.0564,112.1392,29.04166667
1274,2019/10/2,0.657522,-1.728688,522.1300659,301.8846436,0.2911,98.41933594,0.824613909,235,8.93999958,12,0.573116,1.299184702,84.25549548,2464A,27.2582,111.4908,62.83333333
1275,2019/1/10,0.2580485,-0.0399,220.6561584,264.8421936,0.1352,86.37447656,0.736785191,1369,38.43999863,11,0.457424,0.966002645,173.7164765,2197A,40.9923,113.1306,95.70833333
1276,2019/12/6,0.8693295,-0.486758,238.9437866,278.703186,0.2452,101.9202969,0.782232579,70,20.96999931,13,0.00474,0.758910244,161.7575714,2451A,31.7275,113.3583,81.95833333
1277,2019/1/18,0.434327,-0.718905,311.2402954,277.4127197,0.0345,84.05588281,0.786645333,1457,0,10,0.112241,0.380959828,167.0040458,2588A,27.2944,105.31,49.7826087
1278,2019/11/2,0.571888,-1.607812,395.490448,293.0506897,0.2205,101.1552891,0.820592651,52,37.5,13,0,2.191909845,276.1232342,1341A,28.1944,113.0014,91
1279,2019/10/29,0.4994635,-1.72598,221.9580841,290.0646667,0.2385,101.5174922,0.812612305,59,48.47999954,13,0.000572,1.996142425,101.2062192,1335A,28.2325,113.0833,47.5
1280,2019/10/19,0.692443648,-0.869053,414.1091003,290.5692749,0.2625,100.6395859,0.811832711,79,18.05999947,13,0.0846,3.658100842,95.60122817,1819A,36.086,114.32,50.08333333
1281,2019/3/6,0.0567175,-0.133048,410.4759521,272.9391174,0.1024,89.17682031,0.726529759,1069,37.45999908,13,0.446699,0.605027035,153.4938183,1586A,40.6575,109.8104,22.61904762
1282,2019/3/14,0.077215,-0.38373,1297.12854,274.4603577,0.1223,89.2034375,0.736457519,1092,6.840000153,13,0.000803,0.90263684,127.3406023,1725A,40.1269,113.2661,28.5
1283,2019/7/27,0.636569,-0.670363,758.0975342,297.4082336,0.3676,94.32960156,0.809306292,503,29.21999931,10,0.29404,0.241491136,217.8039791,2694A,44.8969,82.0806,32.25
1284,2019/1/19,0.531804,-0.605435,320.6260681,281.5571899,0.2383,97.93034375,0.792365548,314,6.75,11,0.522,1.854170236,17.72338546,1887A,28.7989,104.6789,74
1285,2019/11/3,0.806015,-0.773827,481.8849487,292.8832397,0.3169,100.7936563,0.809058402,44,17.85000038,13,0.0137,0.346028047,5.188241181,1292A,28.7442,115.813,49.91666667
1286,2019/11/7,0.884361,-1.07202,230.8119354,288.1436157,0.3566,99.55933594,0.812569057,126,34.40999985,12,2.648339,1.678544757,253.990181,1839A,30.7157,111.3009,58.25
1287,2019/3/25,0.77413,-2.332515,365.0136719,286.3057251,0.1917,101.5365313,0.804910017,24,13.09000015,14,1.49E-05,1.106186101,269.4060543,2423A,30.2352,115.0625,27.83333333
1288,2019/4/14,0.0968015,-1.987351,869.0522461,279.1847839,0.2232,98.75354688,0.752430943,109,21.87999916,13,0.0681,2.429800721,278.3662492,1763A,41.3047,123.7308,32.17391304
1289,2019/9/27,0.368431324,-1.077432,514.2116089,288.7378235,0.4291,89.21332813,0.797543509,1057,6.53000021,10,0.189485,1.477963636,195.4225435,1721A,40.1097,113.3819,31.91304348
1290,2019/9/14,0.1195765,-1.733546,708.5704346,291.104126,0.2976,94.34300781,0.792777971,583,45.29999924,13,0.205587,2.169261186,287.7289831,1746A,42.2556,118.8789,4.47826087
1291,2019/1/30,0.246661,-1.679063,480.3145142,292.2016296,0.1806,100.5354844,0.821230294,51,13.81999969,13,0.0799,1.193545238,275.9926783,2507A,23.0944,109.6014,31.45833333
1292,2019/5/20,0.1441735,-0.0754,966.0270996,298.0066223,0.317,96.18651563,0.790762067,355,53.84999847,11,0.155455,1.510584998,355.6906486,1952A,45.5828,84.8897,12.66666667
1293,2019/4/12,1.675109,-1.600444,416.3833923,298.0120239,0.401,100.4156328,0.845269514,12,31.46999931,13,0.298213,0.943280152,35.02694819,2502A,21.9667,108.6236,25.95833333
1294,2019/12/26,0.038953,-0.545461,696.2608643,286.7651062,0.2598,99.94585156,0.800895299,86,23.75,10,0,0.77715521,285.8930025,1691A,24.2719,116.0797,27.58333333
1295,2019/1/21,0.0840475,-0.0317,165.7858582,273.0148621,0.1351,101.1127813,0.734987619,65,16.05999947,13,0.000391,2.015435508,35.18971816,1078A,37.0533,114.5261,71.33333333
1296,2019/9/16,0.078126,-2.506608,641.1608887,283.5646667,0.7793,98.99116406,0.779068952,168,0.560000002,11,0.296334,0.952810552,334.2451881,2247A,47.3382,130.1097,9.086956522
1297,2019/10/27,0.291603676,-0.545122,573.3134766,287.2345886,0.197,100.9553359,0.790721871,40,5.730000019,12,0.0275,1.695050435,274.1034274,1982A,37.187,122.019,18.58333333
1298,2019/6/10,0.252127,-2.522493,759.7875366,296.7395935,0.3684,88.17203906,0.806493269,914,12.14999962,10,0.0886,2.075506183,282.5933599,2867A,37.51,111.1283333,20.16666667
1299,2019/3/7,0.0685605,-0.0827,300.5482788,271.500885,0.1255,89.46214063,0.702308132,1007,27.28000069,10,0.135617,0.108034436,272.094074,2202A,43.9317,116.1042,9.090909091
1300,2019/1/5,0.1022675,-0.0706,517.5,265.2871094,0.091,102.4809141,0.713236171,12,35.36999893,16,0.056,1.037198454,174.6789155,1603A,40.1194,124.3678,20.20833333
1301,2019/11/11,0.147969338,-0.58977,370.8824158,285.9967651,0.1769,101.6107188,0.78299421,3,46.86000061,13,0.397043,1.396512574,269.3010941,1019A,39.2133,117.1837,23.58333333
1302,2019/9/17,0.404264,-1.973581,691.5838013,289.1583862,0.3798,87.64430469,0.792406791,1300,7.559999943,10,4.023607,0.804513391,151.4769448,1593A,39.5986,109.7736,9.590909091
1303,2019/9/30,0.791439,-1.077808,532.4907837,300.9538879,0.2855,100.32925,0.826428833,48,14.64999962,10,3.200216,3.902887552,299.6986812,2380A,27.9647,116.385,40.30434783
1304,2019/12/16,0.081466331,-1.319078,581.4544678,283.0796509,0.2578,80.44107031,0.784436994,1914,34.77000046,11,0.144768,0.633360817,75.32657672,2597A,27.3361,103.7225,13.81818182
1305,2019/12/9,0.3655465,-0.519542,164.1266022,282.7223816,0.3884,101.7476719,0.794029803,28,16.79999924,11,0.000391,1.323488089,97.20112956,2444A,30.9075,113.942,76.17391304
